#, type: Wavelet, uMax: 37289.47137978341, nMax: 1023, ellMax: 16
#, n, l, m, f
352.0,10.0,2.0,-1.3217585411415592e-14
585.0,0.0,0.0,5.7223996189758325e-11
574.0,12.0,0.0,-2.5921131167382995e-12
862.0,6.0,0.0,-1.5731680486997685e-15
317.0,12.0,6.0,-8.845290871411478e-13
987.0,2.0,0.0,-6.421800887298453e-16
657.0,16.0,14.0,3.58653208415748e-14
270.0,6.0,6.0,-1.4160685097349832e-13
924.0,12.0,6.0,-5.280852912368581e-17
525.0,4.0,4.0,-3.734229171249727e-14
267.0,16.0,4.0,-1.849457118554513e-18
417.0,16.0,14.0,6.526270816925037e-16
1020.0,8.0,4.0,2.3123940948441303e-17
3.0,14.0,2.0,3.158986268167809e-14
697.0,14.0,6.0,5.3703667889056404e-15
795.0,4.0,2.0,-2.842772311725799e-17
788.0,14.0,12.0,9.647116612773825e-17
859.0,10.0,2.0,-1.7377248999098333e-16
908.0,4.0,2.0,3.096667793711433e-17
504.0,14.0,2.0,5.99300252214385e-17
942.0,10.0,6.0,2.1789043870370809e-16
35.0,14.0,2.0,-1.859601664089775e-11
838.0,16.0,4.0,-1.7612725833643323e-16
954.0,6.0,6.0,-2.4541361872368312e-17
761.0,8.0,0.0,5.274983011049535e-15
650.0,4.0,2.0,-1.7528034260473132e-13
486.0,10.0,6.0,8.515239382888173e-17
71.0,16.0,14.0,5.176145393393157e-15
593.0,10.0,10.0,1.4245529032991643e-13
478.0,10.0,6.0,-1.0560521712333416e-16
521.0,16.0,14.0,-1.2908380988049174e-16
968.0,10.0,10.0,-3.632208083348202e-17
933.0,10.0,2.0,2.212718394464348e-17
437.0,6.0,6.0,1.5644587392051954e-16
200.0,14.0,4.0,2.460216663373477e-16
833.0,12.0,2.0,-2.0887627744026334e-16
497.0,8.0,0.0,1.7487168536247128e-15
771.0,12.0,6.0,-8.836228271803332e-17
970.0,14.0,8.0,-1.9139138767905278e-17
457.0,16.0,8.0,-7.731132445796009e-17
388.0,12.0,2.0,-2.1005087932475385e-15
57.0,14.0,14.0,-1.782198437862865e-13
356.0,4.0,2.0,-1.5665972066769011e-13
60.0,12.0,6.0,1.8883065351476226e-15
1022.0,12.0,2.0,6.427716578023372e-17
12.0,16.0,2.0,-1.9153430770484084e-13
192.0,16.0,6.0,-1.8454650019692584e-15
917.0,14.0,4.0,1.987139090797556e-18
935.0,6.0,4.0,-7.34827650064629e-17
575.0,10.0,0.0,4.14915109550577e-12
293.0,14.0,12.0,1.367457082297808e-13
556.0,6.0,0.0,1.1620361761934987e-11
638.0,10.0,8.0,-3.125297540526387e-14
208.0,16.0,2.0,-1.9104426287450602e-14
706.0,8.0,8.0,5.638785584914385e-14
635.0,12.0,4.0,3.018932576966271e-13
299.0,14.0,14.0,3.4173267860265483e-15
694.0,10.0,8.0,1.2670274034376336e-14
773.0,16.0,10.0,-7.981010604838992e-17
565.0,16.0,2.0,-4.464838129524814e-15
962.0,14.0,10.0,-5.855328080774987e-17
377.0,2.0,2.0,1.1963833939582277e-14
1018.0,6.0,6.0,-1.970350168937419e-17
953.0,14.0,0.0,1.127616327091925e-15
10.0,2.0,0.0,-4.1769075809938243e-11
827.0,14.0,14.0,1.1388526686534526e-16
600.0,14.0,0.0,-7.064875097415202e-13
973.0,8.0,8.0,3.4109928305914983e-18
539.0,6.0,2.0,6.47777724038413e-12
721.0,10.0,0.0,3.0887945287080007e-14
605.0,10.0,10.0,-2.7660998808607156e-14
152.0,14.0,10.0,4.4048496330768754e-13
794.0,12.0,2.0,-7.153796668925971e-16
803.0,10.0,2.0,-1.3852566741182245e-15
900.0,16.0,8.0,-7.02353803415233e-18
1014.0,10.0,6.0,1.3219674528422654e-17
750.0,12.0,4.0,-5.892932703048158e-16
731.0,12.0,2.0,-2.519588317039962e-15
133.0,14.0,2.0,8.283379342564496e-18
798.0,8.0,0.0,-4.250632653778876e-15
334.0,8.0,4.0,-1.0364489988371776e-13
1020.0,12.0,8.0,2.4903715678507737e-17
351.0,4.0,4.0,1.1602642862289823e-13
645.0,2.0,0.0,-5.402312191156689e-14
259.0,2.0,2.0,-7.120824978531581e-13
380.0,8.0,8.0,3.7699124026406027e-14
402.0,6.0,6.0,-4.292631655687843e-15
364.0,12.0,0.0,-3.34453151551362e-14
982.0,14.0,0.0,2.8045599349140623e-16
155.0,16.0,0.0,4.2420886498467504e-12
825.0,16.0,0.0,1.81739246734139e-15
940.0,12.0,0.0,4.448595781253638e-16
686.0,16.0,10.0,-3.4698162685569815e-14
92.0,4.0,4.0,-6.336007587016451e-13
40.0,14.0,10.0,-4.265321675751455e-12
752.0,16.0,12.0,-4.172525831887141e-16
267.0,10.0,4.0,-6.315207868080648e-14
245.0,14.0,10.0,5.118584559052568e-16
305.0,4.0,2.0,3.226771364765491e-12
1004.0,4.0,4.0,-8.197220292196756e-16
576.0,6.0,0.0,-1.644844342153206e-11
851.0,16.0,4.0,-1.491653497777886e-16
3.0,8.0,0.0,8.95896532328085e-13
113.0,12.0,12.0,-1.7886438516182417e-13
504.0,8.0,0.0,-5.377988295595916e-16
392.0,14.0,14.0,-5.74526219317197e-16
722.0,14.0,4.0,3.0089024773603856e-14
578.0,14.0,6.0,-5.322411384290179e-13
838.0,10.0,4.0,5.460720289180081e-17
35.0,8.0,0.0,-2.1974143918330412e-10
381.0,16.0,12.0,1.5453300213694493e-16
363.0,6.0,4.0,-7.238788545882582e-16
519.0,12.0,12.0,-2.8135626292202144e-16
400.0,12.0,6.0,8.627677448568088e-14
584.0,16.0,0.0,-2.172195884988609e-13
74.0,14.0,14.0,8.76873333943501e-14
387.0,12.0,4.0,5.109364279818621e-16
374.0,12.0,0.0,-8.706796122416146e-14
991.0,14.0,8.0,-8.042921611911538e-16
869.0,6.0,2.0,7.704725604811495e-17
772.0,14.0,6.0,1.1842658856962878e-16
184.0,16.0,12.0,4.328826996433272e-15
266.0,12.0,2.0,-1.0048694311760443e-15
663.0,14.0,6.0,-1.896492004317443e-13
871.0,8.0,8.0,1.4499428140450258e-16
125.0,14.0,0.0,3.2819471921886975e-15
1.0,14.0,6.0,1.6968964097362706e-11
789.0,14.0,6.0,-4.276610229379256e-17
137.0,16.0,6.0,-7.15957983540251e-16
796.0,6.0,4.0,1.4146033769416832e-16
457.0,10.0,8.0,8.8501010259975e-17
682.0,2.0,0.0,8.297745751436335e-14
238.0,12.0,0.0,9.115920347511435e-16
58.0,2.0,0.0,2.4296926284445445e-14
248.0,4.0,2.0,5.076210149826572e-15
12.0,10.0,2.0,-2.024249158615137e-13
755.0,16.0,0.0,-4.7851165218469314e-15
192.0,10.0,6.0,5.438841389552797e-16
343.0,16.0,0.0,4.483349881748788e-14
70.0,8.0,4.0,8.666707204900796e-11
778.0,16.0,12.0,1.2730982569118948e-15
770.0,12.0,6.0,-1.0837348023762151e-16
875.0,16.0,16.0,8.830987765877756e-17
346.0,4.0,0.0,-1.279094557004955e-13
514.0,16.0,10.0,-4.98180382881119e-15
489.0,6.0,4.0,2.9900899359820037e-17
530.0,14.0,12.0,-5.280926286319856e-17
899.0,14.0,10.0,-7.671153586792847e-17
531.0,4.0,0.0,2.7065732290188434e-11
208.0,10.0,2.0,2.7384286237210585e-15
898.0,16.0,12.0,-2.965475532809231e-18
18.0,8.0,2.0,4.762021838470727e-10
84.0,12.0,6.0,6.83325221672745e-13
247.0,14.0,0.0,-8.95643385916778e-15
773.0,10.0,10.0,1.6526387005916086e-16
997.0,16.0,0.0,8.487379449513573e-16
419.0,4.0,4.0,2.7203847041896035e-14
565.0,10.0,2.0,-6.111839197295282e-12
41.0,12.0,4.0,-1.497928259659857e-11
334.0,12.0,8.0,-2.1119065613605456e-13
6.0,16.0,14.0,-4.2061313280366835e-13
964.0,14.0,2.0,5.835123192003284e-18
648.0,12.0,2.0,1.3331395115616325e-13
708.0,12.0,12.0,4.7772407301199624e-14
236.0,14.0,8.0,6.795336435050565e-15
529.0,14.0,0.0,2.7221226392719978e-18
333.0,14.0,4.0,2.9586218847684954e-12
861.0,16.0,4.0,4.452147487857174e-17
230.0,12.0,4.0,1.0117586335727581e-16
409.0,8.0,8.0,2.7384219113308567e-13
198.0,14.0,10.0,-1.7908114968411045e-16
187.0,6.0,0.0,8.149687196386584e-14
900.0,10.0,8.0,1.0784471831759608e-17
646.0,16.0,16.0,1.8984973562129097e-14
678.0,16.0,10.0,-1.7707885376892544e-14
998.0,16.0,6.0,5.604650229092476e-16
133.0,8.0,0.0,2.93041771645115e-12
185.0,8.0,4.0,1.695105889594023e-16
218.0,12.0,0.0,1.4481646875818547e-14
254.0,14.0,0.0,7.173893729242921e-16
285.0,8.0,2.0,-1.546180072404668e-11
39.0,14.0,14.0,-3.408091519002415e-12
357.0,16.0,8.0,-9.597748272218007e-14
832.0,16.0,10.0,-5.940755757600403e-16
155.0,10.0,0.0,1.0151340377523962e-12
825.0,10.0,0.0,1.2703643282597504e-15
686.0,10.0,10.0,-7.86229699580755e-14
851.0,10.0,4.0,7.436646667460133e-17
233.0,14.0,8.0,-5.772156772137263e-16
571.0,16.0,4.0,-7.974077509055514e-14
802.0,8.0,4.0,-3.7970178525331104e-17
416.0,2.0,2.0,2.047082409282283e-15
737.0,14.0,0.0,1.6599372325692155e-15
881.0,4.0,4.0,5.082800740152762e-17
237.0,12.0,4.0,-4.731416127007142e-16
634.0,8.0,8.0,-3.7015162745774073e-13
999.0,14.0,12.0,-4.633493423259162e-16
196.0,16.0,8.0,-3.09063738979375e-16
308.0,2.0,0.0,-4.166106795995756e-12
582.0,8.0,6.0,-8.54256609848526e-13
717.0,16.0,10.0,1.9857117542891637e-14
1023.0,16.0,12.0,4.945125239309832e-17
925.0,16.0,10.0,-3.797574522824315e-17
590.0,16.0,0.0,-2.8704559589267784e-13
941.0,12.0,6.0,-1.3641115234104117e-16
235.0,4.0,0.0,-1.2598207365264077e-15
369.0,14.0,10.0,-5.920704976323786e-15
